Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,7_Day_Moving_Avg,HighVolatility,Above_Moving_Avg,Symbol
2025-10-23 00:00:00-04:00,258.98332466328685,259.6608147081683,257.0604350924048,258.6246337890625,32754900,0.0,0.0,-0.14,255.07,0,1,AAPL
2025-10-24 00:00:00-04:00,260.2287163700197,263.15789839957887,258.22610426270086,261.85272216796875,38253700,0.0,0.0,0.62,256.99,0,1,AAPL
2025-10-27 00:00:00-04:00,263.90514984178776,268.1295353654346,263.67598537979285,267.8206787109375,44888200,0.0,0.0,1.48,260.03,0,1,AAPL
2025-10-28 00:00:00-04:00,267.9999758056659,268.896687690681,267.16307106420925,268.00994873046875,41534800,0.0,0.0,0.0,262.41,0,1,AAPL
2025-10-29 00:00:00-04:00,268.28892986747474,270.4110953948544,266.1269030442272,268.7073974609375,51086700,0.0,0.0,0.16,263.47,0,1,AAPL
2025-10-30 00:00:00-04:00,270.98897852374654,273.131090148023,267.4919171420092,270.4011535644531,69886500,0.0,0.0,-0.22,264.7,0,1,AAPL
2025-10-31 00:00:00-04:00,275.9705701844509,276.29937269597025,268.16940070155243,269.3749389648437,86167100,0.0,0.0,-2.39,266.4,0,1,AAPL
2025-11-03 00:00:00-05:00,269.42476736726525,269.8531775103368,265.2701011373342,268.0597839355469,50194600,0.0,0.0,-0.51,267.75,0,1,AAPL
2025-11-04 00:00:00-05:00,267.3424445625432,270.49081837885313,266.6350661079627,269.0461730957031,49274800,0.0,0.0,0.64,268.77,0,1,AAPL
2025-11-05 00:00:00-05:00,267.6214146886098,270.7000692568828,265.94760492323326,269.14581298828125,43683100,0.0,0.0,0.57,268.96,0,1,AAPL
2025-11-06 00:00:00-05:00,266.90407480138714,272.3937751745226,266.90407480138714,268.7771301269531,51204000,0.0,0.0,0.7,269.07,0,0,AAPL
